basDt,srtnCd,isinCd,crno,mrktCtg,itmsNm,corpNm
20260827,A024120,KR7024120008,1101110408305,KOSDAQ,KB오토시스,KB오토시스(주)
20260827,A024720,KR7024720005,1647110001591,KOSPI,콜마홀딩스,콜마홀딩스(주)
20260827,A024740,KR7024740003,1243110019293,KOSDAQ,한일단조,한일단조공업(주)
20260827,A024800,KR7024800005,1101110217607,KOSDAQ,유성티엔에스,(주)유성티엔에스
20260827,A024830,KR7024830002,1701110020694,KOSDAQ,세원물산,(주)세원물산
20260827,A024840,KR7024840001,1741110001294,KOSDAQ,KBI메탈,케이비아이메탈(주)
20260827,A024850,KR7024850000,1101110234312,KOSDAQ,HLB이노베이션,에이치엘비이노베이션(주)
20260827,A024880,KR7024880007,1301110010841,KOSDAQ,케이피에프,(주)케이피에프
20260827,A024890,KR7024890006,1101110165393,KOSPI,대원화성,대원화성(주)
20260827,A024900,KR7024900003,1812110000922,KOSPI,디와이덕양,디와이덕양(주)
20260827,A024910,KR7024910002,1701110007733,KOSDAQ,경창산업,경창산업(주)
20260827,A024940,KR7024940009,1101110155378,KOSDAQ,PN풍년,(주)피엔풍년
20260827,A024950,KR7024950008,1101110250136,KOSDAQ,삼천리자전거,삼천리자전거(주)
20260827,A025000,KR7025000001,1101110166903,KOSPI,KPX케미칼,KPX케미칼(주)
20260827,A025320,KR7025320003,1746110004644,KOSDAQ,시노펙스,(주)시노펙스
20260827,A025440,KR7025440009,1101110254344,KOSDAQ,DH오토웨어,(주)디에이치오토웨어
20260827,A025530,KR7025530007,1301110008862,KOSPI,SJM홀딩스,(주)에스제이엠홀딩스
20260827,A025540,KR7025540006,1201110002957,KOSPI,한국단자,한국단자공업(주)
20260827,A025550,KR7025550005,1801110102359,KOSDAQ,한국선재,한국선재(주)
20260827,A025560,KR7025560004,1243110030413,KOSPI,미래산업,미래산업(주)
20260827,A025620,KR7025620006,1341110001672,KOSPI,차AI헬스케어,차AI헬스케어(주)
20260827,A025750,KR7025750001,1101110825624,KOSPI,한솔홈데코,(주)한솔홈데코
20260827,A025770,KR7025770009,1101110426688,KOSDAQ,한국정보통신,한국정보통신(주)
20260827,A025820,KR7025820002,1301110009498,KOSPI,이구산업,이구산업(주)
20260827,A025860,KR7025860008,1101110164717,KOSPI,남해화학,남해화학(주)
20260827,A025870,KR7025870007,1101110224727,KOSDAQ,신라에스지,신라에스지(주)
20260827,A025880,KR7025880006,1747110000187,KOSDAQ,케이씨피드,(주)케이씨피드
20260827,A025890,KR7025890005,1943110000537,KOSPI,한국주강,한국주강(주)
20260827,A025900,KR7025900002,1201110004218,KOSDAQ,동화기업,동화기업(주)
20260827,A025950,KR7025950007,1748110000820,KOSDAQ,동신건설,동신건설(주)
20260827,A025980,KR7025980004,1301110026814,KOSDAQ,아난티,(주)아난티
20260827,A026040,KR7026040006,1101110569074,KOSDAQ,제이에스티나,(주)제이에스티나
20260827,A026150,KR7026150003,1101110115885,KOSDAQ,특수건설,(주)특수건설
20260827,A026890,KR7026890004,1243110008204,KOSPI,스틱인베스트먼트,스틱인베스트먼트(주)
20260827,A026910,KR7026910000,1801110025882,KOSDAQ,광진실업,광진실업(주)
20260827,A026940,KR7026940007,2001110001407,KOSPI,부국철강,부국철강(주)
20260827,A026960,KR7026960005,1101110180888,KOSPI,동서,(주)동서
20260827,A027040,KR7027040005,1243110009781,KOSDAQ,서울전자통신,서울전자통신(주)
20260827,A027050,KR7027050004,1101110597166,KOSDAQ,코리아나,(주)코리아나화장품
20260827,A027360,KR7027360007,1101110169874,KOSDAQ,아주IB투자,아주아이비투자(주)
20260827,A027410,KR7027410000,1101111105215,KOSPI,BGF,(주)비지에프
20260827,A027580,KR7027580000,1243110024177,KOSDAQ,상보,(주)상보
20260827,A027710,KR7027710003,1543110001715,KOSDAQ,팜스토리,(주)팜스토리
20260827,A027740,KR7027740000,1345110004149,KOSPI,마니커,(주)마니커
20260827,A027830,KR7027830009,1701110031881,KOSDAQ,대성창투,대성창업투자(주)
20260827,A027970,KR7027970003,1741110000618,KOSPI,한국제지,한국제지(주)
20260827,A028050,KR7028050003,1101110240509,KOSPI,삼성E&A,삼성이앤에이(주)
20260827,A028080,KR7028080000,1101110604200,KOSDAQ,휴맥스홀딩스,(주)휴맥스홀딩스
20260827,A028100,KR7028100006,1801110019843,KOSPI,동아지질,(주)동아지질
20260827,A028260,KR7028260008,1101110015762,KOSPI,삼성물산,삼성물산(주)
20260827,A028300,KR7028300002,1701110021600,KOSDAQ,HLB,에이치엘비(주)
20260827,A028670,KR7028670008,1101110004286,KOSPI,팬오션,팬오션(주)
20260827,A029460,KR7029460003,1101110703210,KOSPI,케이씨,(주)케이씨
20260827,A029480,KR7029480001,1101110779152,KOSDAQ,광무,(주)광무
20260827,A029530,KR7029530003,1101110034960,KOSPI,신도리코,(주)신도리코
20260827,A029780,KR7029780004,1101110346901,KOSPI,삼성카드,삼성카드(주)
20260827,A030000,KR7030000004,1101110139017,KOSPI,제일기획,(주)제일기획
20260827,A030190,KR7030190003,1101110393283,KOSPI,NICE평가정보,나이스평가정보 주식회사
20260827,A030200,KR7030200000,1101111468754,KOSPI,KT,(주)케이티
20260827,A030210,KR7030210009,1101110878706,KOSPI,다올투자증권,다올투자증권(주)
20260827,A030350,KR7030350003,1101110685309,KOSDAQ,드래곤플라이,(주)드래곤플라이
20260827,A030520,KR7030520001,1101110725064,KOSDAQ,한컴,(주)한컴
20260827,A030530,KR7030530000,1243110033235,KOSDAQ,원익홀딩스,(주)원익홀딩스
20260827,A030610,KR7030610000,1101110018089,KOSPI,교보증권,교보증권(주)
20260827,A030720,KR7030720007,1101110046204,KOSPI,동원수산,동원수산(주)
20260827,A030960,KR7030960009,1101110244965,KOSDAQ,양지사,(주)양지사
20260827,A031210,KR7031210008,1101110099774,KOSPI,서울보증보험,서울보증보험(주)
20260827,A031310,KR7031310006,1801110132801,KOSDAQ,아이즈비전,(주)아이즈비전
20260827,A031330,KR7031330004,1101110707674,KOSDAQ,에스에이엠티,(주)에스에이엠티
20260827,A031430,KR7031430002,1101110282402,KOSPI,신세계인터내셔날,(주)신세계인터내셔날
20260827,A031510,KR7031510001,1615110006796,KOSDAQ,오스템,(주)오스템
20260827,A031820,KR7031820004,1101110414126,KOSPI,아이티센씨티에스,(주)아이티센씨티에스
20260827,A031860,KR7031860000,1101110260218,KOSDAQ,디에이치엑스컴퍼니,디에이치엑스컴퍼니(주)
20260827,A031980,KR7031980006,1347110004377,KOSDAQ,피에스케이홀딩스,피에스케이홀딩스(주)
20260827,A032080,KR7032080004,1801110145953,KOSDAQ,아즈텍WB,(주)아즈텍더블유비이
20260827,A032190,KR7032190001,1101110863484,KOSDAQ,다우데이타,(주)다우데이타
20260827,A032280,KR7032280000,1746110001244,KOSDAQ,삼일,(주)삼일
20260827,A032300,KR7032300006,1801110059112,KOSDAQ,한국파마,(주)한국파마
20260827,A032350,KR7032350001,1101110115504,KOSPI,롯데관광개발,롯데관광개발(주)
20260827,A032500,KR7032500001,1348110020579,KOSDAQ,케이엠더블유,(주)케이엠더블유
20260827,A032540,KR7032540007,1101110770548,KOSDAQ,TJ미디어,티제이미디어(주)
20260827,A032560,KR7032560005,1101110504195,KOSPI,황금에스티,(주)황금에스티
20260827,A032580,KR7032580003,1101110717441,KOSDAQ,피델릭스,(주)피델릭스
20260827,A032620,KR7032620007,1101111105364,KOSDAQ,GC메디아이,(주)GC메디아이
20260827,A032640,KR7032640005,1101111296676,KOSPI,LG유플러스,(주)LG유플러스
20260827,A032680,KR7032680001,1101110570442,KOSDAQ,소프트센,(주) 소프트센
20260827,A032750,KR7032750002,1341110005351,KOSDAQ,삼진,(주)삼진
20260827,A032790,KR7032790008,1753110000126,KOSDAQ,엠젠솔루션,(주)엠젠솔루션
20260827,A032800,KR7032800005,1601110023757,KOSDAQ,판타지오,(주)판타지오
20260827,A032820,KR7032820003,1101111118656,KOSDAQ,우리기술,(주)우리기술
20260827,A032830,KR7032830002,1101110005953,KOSPI,삼성생명,삼성생명보험(주)
20260827,A032850,KR7032850000,1101110397699,KOSDAQ,비트컴퓨터,(주)비트컴퓨터
20260827,A032860,KR7032860009,1101110412778,KOSDAQ,더라미,더라미(주)
20260827,A032940,KR7032940009,1753110001158,KOSDAQ,원익,(주)원익
20260827,A032960,KR7032960007,1341110012687,KOSDAQ,동일기연,(주)동일기연
20260827,A033050,KR7033050006,1101110922214,KOSDAQ,제이엠아이,제이엠아이(주)
20260827,A033100,KR7033100009,1101110513633,KOSDAQ,제룡전기,제룡전기(주)
20260827,A033130,KR7033130006,1101111201071,KOSDAQ,디지틀조선,(주)디지틀조선일보
20260827,A033160,KR7033160003,1345110004412,KOSDAQ,엠케이전자,엠케이전자(주)
20260827,A033170,KR7033170002,1101110070815,KOSDAQ,시그네틱스,시그네틱스(주)
20260827,A033200,KR7033200007,1101110613607,KOSDAQ,모아텍,(주)모아텍
20260827,A033230,KR7033230004,1101110834378,KOSDAQ,인성정보,(주)인성정보
20260827,A033240,KR7033240003,1501110005955,KOSPI,자화전자,자화전자(주)
20260827,A033250,KR7033250002,1748110004244,KOSPI,체시스,(주)체시스
20260827,A033270,KR7033270000,1342110002769,KOSPI,유나이티드제약,한국유나이티드제약(주)
20260827,A033290,KR7033290008,1101110166127,KOSDAQ,로젠,로젠(주)
20260827,A033310,KR7033310004,1345110000600,KOSDAQ,엠투엔,(주)엠투엔
20260827,A033320,KR7033320003,1101110775853,KOSDAQ,제이씨현시스템,제이씨현시스템(주)
20260827,A033340,KR7033340001,1101110939326,KOSDAQ,좋은사람들,(주)좋은사람들
20260827,A033500,KR7033500000,1101110404361,KOSDAQ,동성화인텍,(주)동성화인텍
20260827,A033530,KR7033530007,1812110000758,KOSPI,SJG세종,에스제이지세종(주)
20260827,A033540,KR7033540006,1243110000573,KOSDAQ,파라텍,주식회사 파라텍
20260827,A033560,KR7033560004,1101110808357,KOSDAQ,블루콤,(주)블루콤
20260827,A033640,KR7033640004,1545110002355,KOSDAQ,네패스,(주)네패스
20260827,A033780,KR7033780008,1601110067804,KOSPI,KT&G,(주)케이티앤지
20260827,A033790,KR7033790007,1101110674724,KOSDAQ,피노,(주)피노
20260827,A033830,KR7033830001,1701110080458,KOSDAQ,티비씨,(주)티비씨
20260827,A033920,KR7033920000,1901110002721,KOSPI,무학,(주)무학
20260827,A034020,KR7034020008,1942110000943,KOSPI,두산에너빌리티,두산에너빌리티(주)
20260827,A034120,KR7034120006,1101110731483,KOSPI,SBS,(주)SBS
20260827,A034220,KR7034220004,1101110393134,KOSPI,LG디스플레이,엘지디스플레이(주)
20260827,A034230,KR7034230003,1101110129274,KOSPI,파라다이스,(주)파라다이스
20260827,A034310,KR7034310003,1101110505614,KOSPI,NICE,(주)NICE홀딩스
20260827,A034590,KR7034590000,1201110014027,KOSPI,인천도시가스,인천도시가스(주)
20260827,A034730,KR7034730002,1101110769583,KOSPI,SK,SK(주)
20260827,A034810,KR7034810002,1101110028145,KOSDAQ,해성산업,해성산업(주)
20260827,A034830,KR7034830000,1101111258220,KOSPI,한국토지신탁,(주)한국토지신탁
20260827,A034940,KR7034940007,1943110004498,KOSDAQ,조아제약,조아제약(주)
20260827,A034950,KR7034950006,1101110362808,KOSDAQ,한국기업평가,한국기업평가(주)
20260827,A035000,KR7035000009,1101110375398,KOSPI,HS애드,(주)에이치에스애드
20260827,A035080,KR7035080001,1101111468093,KOSDAQ,그래디언트,(주)그래디언트
20260827,A035150,KR7035150002,1147110003729,KOSPI,백산,(주)백산
20260827,A035200,KR7035200005,1601110031099,KOSDAQ,프럼파스트,(주)프럼파스트
20260827,A035250,KR7035250000,1449110001666,KOSPI,강원랜드,(주)강원랜드
20260827,A035290,KR7035290006,1101111100926,KOSDAQ,골드앤에스,(주)골드앤에스
20260827,A035420,KR7035420009,1101111707178,KOSPI,NAVER,네이버(주)
20260827,A035460,KR7035460005,1101111073454,KOSDAQ,기산텔레콤,(주)기산텔레콤
20260827,A035510,KR7035510007,1101111408867,KOSPI,신세계 I&C,(주)신세계아이앤씨
20260827,A035600,KR7035600006,1101111602667,KOSDAQ,KG이니시스,(주)케이지이니시스
20260827,A035610,KR7035610005,1101111064429,KOSDAQ,솔본,(주)솔본
20260827,A035620,KR7035620004,1101111354961,KOSDAQ,바른손이앤에이,(주)바른손이앤에이
20260827,A035720,KR7035720002,1101111129497,KOSPI,카카오,(주)카카오
20260827,A035760,KR7035760008,1101111109134,KOSDAQ,CJ ENM,(주)씨제이이엔엠
20260827,A035810,KR7035810001,1101110565163,KOSDAQ,이지홀딩스,(주)이지홀딩스
20260827,A035890,KR7035890003,1101110335912,KOSDAQ,서희건설,(주)서희건설
20260827,A035900,KR7035900000,1101111264764,KOSDAQ,JYP Ent.,(주)제이와이피엔터테인먼트
20260827,A036000,KR7036000008,1101110611693,KOSDAQ,예림당,(주)예림당
20260827,A036010,KR7036010007,1311110000718,KOSDAQ,아비코전자,아비코전자(주)
20260827,A036030,KR7036030005,1101110822026,KOSDAQ,케이티알파,(주)케이티알파
20260827,A036090,KR7036090009,1101111373755,KOSDAQ,위지트,(주)위지트
20260827,A036120,KR7036120004,1101110853419,KOSDAQ,서울평가정보,서울평가정보(주)
20260827,A036170,KR7036170009,1301110023349,KOSDAQ,에이치엠넥스,(주)에이치엠넥스
20260827,A036190,KR7036190007,1101110295778,KOSDAQ,금화피에스시,(주)금화피에스시
20260827,A036200,KR7036200004,1348110024878,KOSDAQ,유니셈,유니셈(주)
20260827,A036220,KR7036220002,1101111265697,KOSDAQ,오상헬스케어,(주)오상헬스케어
20260827,A036420,KR7036420008,1101110545751,KOSPI,콘텐트리중앙,(주)콘텐트리중앙
20260827,A036460,KR7036460004,1146710006125,KOSPI,한국가스공사,한국가스공사(주)
20260827,A036480,KR7036480002,1341110000880,KOSDAQ,대성미생물,(주)대성미생물연구소
20260827,A036530,KR7036530004,1244110002907,KOSPI,SNT홀딩스,(주)SNT홀딩스
20260827,A036540,KR7036540003,1615110027263,KOSDAQ,SFA반도체,(주)에스에프에이반도체
20260827,A036560,KR7036560001,1101110342496,KOSDAQ,KZ정밀,케이젯정밀(주)
20260827,A036570,KR7036570000,1101111387748,KOSPI,NC,(주)엔씨
20260827,A036580,KR7036580009,1311110042950,KOSPI,팜스코,(주)팜스코
20260827,A036620,KR7036620003,1101111061954,KOSDAQ,감성코퍼레이션,감성코퍼레이션(주)
20260827,A036630,KR7036630002,1341110036992,KOSDAQ,세종텔레콤,세종텔레콤(주)
20260827,A036640,KR7036640001,1244110001008,KOSDAQ,HRS,(주)에이치알에스
20260827,A036670,KR7036670008,1244110011884,KOSDAQ,삼양케이씨아이,(주)삼양케이씨아이
20260827,A036690,KR7036690006,1311110001964,KOSDAQ,코맥스,(주)코맥스
20260827,A036710,KR7036710002,1501110006185,KOSDAQ,심텍홀딩스,(주)심텍홀딩스
20260827,A036800,KR7036800001,1101110574453,KOSDAQ,나이스정보통신,나이스정보통신(주)
20260827,A036810,KR7036810000,1101110546006,KOSDAQ,에프에스티,(주)에프에스티
20260827,A036830,KR7036830008,1101110610083,KOSDAQ,솔브레인홀딩스,솔브레인홀딩스(주)
20260827,A036890,KR7036890002,1348110002155,KOSDAQ,진성티이씨,(주)진성티이씨
20260827,A036930,KR7036930006,1301110033281,KOSDAQ,주성엔지니어링,주성엔지니어링(주)
20260827,A037030,KR7037030004,1412110006738,KOSDAQ,파워넷,주식회사 파워넷
20260827,A037070,KR7037070000,1301110026228,KOSDAQ,파세코,(주)파세코
20260827,A037230,KR7037230000,1350110040291,KOSDAQ,한국팩키지,(주)한국팩키지
20260827,A037270,KR7037270006,1101111342289,KOSPI,YG PLUS,(주)와이지플러스
20260827,A037330,KR7037330008,1350110036315,KOSDAQ,인지디스플레,(주)인지디스플레이
20260827,A037350,KR7037350006,1101110574669,KOSDAQ,성도이엔지,(주)성도이엔지
20260827,A037370,KR7037370004,1615110003619,KOSDAQ,EG,(주)이지
20260827,A037400,KR7037400009,1101110061765,KOSDAQ,우리엔터프라이즈,우리엔터프라이즈(주)
20260827,A037440,KR7037440005,1101110660806,KOSDAQ,희림,(주)희림종합건축사사무소
20260827,A037460,KR7037460003,1101110300303,KOSDAQ,삼지전자,삼지전자(주)
20260827,A037560,KR7037560000,1101111144297,KOSPI,LG헬로비전,(주)엘지헬로비전
20260827,A037710,KR7037710001,2001110054795,KOSPI,광주신세계,(주)광주신세계
20260827,A037760,KR7037760006,1942110018855,KOSDAQ,쎄니트,(주)쎄니트
20260827,A037950,KR7037950003,1348110015546,KOSDAQ,엘컴텍,엘컴텍(주)
20260827,A038010,KR7038010005,1746110001179,KOSDAQ,제일테크노스,(주)제일테크노스
20260827,A038060,KR7038060000,1301110038918,KOSDAQ,루멘스,(주)루멘스
20260827,A038070,KR7038070009,1101110998124,KOSDAQ,서린바이오,(주)서린바이오사이언스
20260827,A038110,KR7038110003,1712110001253,KOSDAQ,에코플라스틱,에코플라스틱(주)
20260827,A038290,KR7038290003,1101111423576,KOSDAQ,마크로젠,(주)마크로젠
20260827,A038390,KR7038390001,1101111303140,KOSDAQ,레드캡투어,(주)레드캡투어
20260827,A038460,KR7038460002,1101110414302,KOSDAQ,바이오스마트,(주)바이오스마트
20260827,A038500,KR7038500005,1101110738637,KOSDAQ,삼표시멘트,(주)삼표시멘트
20260827,A038530,KR7038530002,1101111430498,KOSDAQ,케이바이오랩스,(주)케이바이오랩스
20260827,A038540,KR7038540001,1201110050104,KOSDAQ,상상인,(주)상상인
20260827,A038620,KR7038620001,1101111136145,KOSDAQ,위즈코프,위즈코프(주)
20260827,A038680,KR7038680005,1101111647671,KOSDAQ,에스넷,에스넷시스템(주)
20260827,A038870,KR7038870002,1101111448128,KOSDAQ,에코심플렉스,에코심플렉스(주)
20260827,A038880,KR7038880001,1101110963341,KOSDAQ,아이에이,(주)아이에이
20260827,A038950,KR7038950002,1101110896683,KOSDAQ,파인디지털,(주)파인디지털
20260827,A039010,KR7039010004,1101111539597,KOSDAQ,현대에이치티,현대에이치티(주)
20260827,A039020,KR7039020003,1301110028935,KOSDAQ,이건홀딩스,(주)이건홀딩스
20260827,A039030,KR7039030002,1101110998629,KOSDAQ,이오테크닉스,(주)이오테크닉스
20260827,A039130,KR7039130000,1101110981038,KOSPI,하나투어,(주)하나투어
20260827,A039200,KR7039200001,1615110028691,KOSDAQ,오스코텍,(주)오스코텍
20260827,A039240,KR7039240007,1942110006090,KOSDAQ,경남스틸,경남스틸(주)
20260827,A039290,KR7039290002,1101111166803,KOSDAQ,인포뱅크,인포뱅크(주)
20260827,A039310,KR7039310008,1101111220063,KOSDAQ,세중,(주)세중
20260827,A039340,KR7039340005,1101111767510,KOSDAQ,한국경제TV,(주)한국경제티브이
20260827,A039420,KR7039420005,1101111023889,KOSDAQ,케이엘넷,(주)케이엘넷
20260827,A039440,KR7039440003,1346110009460,KOSDAQ,에스티아이,(주)에스티아이
20260827,A039490,KR7039490008,1101111867948,KOSPI,키움증권,키움증권(주)
20260827,A039560,KR7039560008,1101110924765,KOSDAQ,다산네트웍스,(주)다산네트웍스
20260827,A039570,KR7039570007,1101111775365,KOSPI,HDC랩스,에이치디씨랩스(주)
20260827,A039610,KR7039610001,1701110030958,KOSDAQ,화성밸브,화성밸브(주)
20260827,A039740,KR7039740006,1101110735766,KOSDAQ,한국정보공학,한국정보공학(주)
20260827,A039830,KR7039830005,1101110407456,KOSDAQ,오로라,오로라월드(주)
20260827,A039840,KR7039840004,1845110003290,KOSDAQ,디오,(주)디오
20260827,A039860,KR7039860002,1101110550502,KOSDAQ,나노엔텍,(주)나노엔텍
20260827,A039980,KR7039980008,1101110747414,KOSDAQ,폴라리스AI,(주)폴라리스에이아이
20260827,A040160,KR7040160004,1101111029671,KOSDAQ,누리플렉스,(주)누리플렉스
20260827,A040300,KR7040300006,1101110971873,KOSDAQ,YTN,(주)와이티엔
20260827,A040350,KR7040350001,1101111407314,KOSDAQ,크레오에스지,(주)크레오에스지
20260827,A040420,KR7040420002,1243110039762,KOSDAQ,정상제이엘에스,(주)정상제이엘에스
20260827,A040610,KR7040610008,1101110984199,KOSDAQ,SG&G,(주)에스지엔지
20260827,A040910,KR7040910002,1301110058560,KOSDAQ,아이씨디,(주)아이씨디
20260827,A041020,KR7041020009,1101111398117,KOSDAQ,폴라리스오피스,(주)폴라리스오피스
20260827,A041190,KR7041190000,1601110058887,KOSDAQ,우리기술투자,우리기술투자(주)
20260827,A041440,KR7041440009,1101111042574,KOSDAQ,현대에버다임,(주)현대에버다임
20260827,A041460,KR7041460007,1101111665350,KOSDAQ,한국전자인증,한국전자인증(주)
20260827,A041510,KR7041510009,1101111128340,KOSDAQ,에스엠,(주)에스엠엔터테인먼트
20260827,A041520,KR7041520008,1301110004620,KOSDAQ,이엘씨,(주)이엘씨
20260827,A041590,KR7041590001,1101111625271,KOSDAQ,플래스크,(주)플래스크
20260827,A041650,KR7041650003,1741110000527,KOSPI,상신브레이크,상신브레이크(주)
20260827,A041830,KR7041830001,1101111271834,KOSDAQ,인바디,(주)인바디
20260827,A041910,KR7041910001,1351110047782,KOSDAQ,폴라리스AI파마,(주)폴라리스에이아이파마
20260827,A041920,KR7041920000,1101111168502,KOSDAQ,메디아나,(주)메디아나
20260827,A041930,KR7041930009,1801110021509,KOSDAQ,SY동아,SY동아(주)
20260827,A041960,KR7041960006,1101110134372,KOSDAQ,코미팜,(주)코미팜
20260827,A042000,KR7042000000,1101111698145,KOSDAQ,카페24,카페24(주)
20260827,A042040,KR7042040006,1301110010932,KOSDAQ,케이피엠테크,(주)케이피엠테크
20260827,A042110,KR7042110007,1345110005858,KOSDAQ,에스씨디,(주)에스씨디
20260827,A042370,KR7042370007,1101110086169,KOSDAQ,비츠로테크,(주)비츠로테크
20260827,A042420,KR7042420000,1101111419517,KOSDAQ,네오위즈홀딩스,(주)네오위즈홀딩스
20260827,A042500,KR7042500009,1101111927958,KOSDAQ,링네트,(주)링네트
20260827,A042510,KR7042510008,1353110002964,KOSDAQ,라온시큐어,라온시큐어(주)
20260827,A042520,KR7042520007,1101111773872,KOSDAQ,한스바이오메드,한스바이오메드(주)
20260827,A042600,KR7042600007,1753110000762,KOSDAQ,새로닉스,(주)새로닉스
20260827,A042660,KR7042660001,1101112095837,KOSPI,한화오션,한화오션(주)
20260827,A042700,KR7042700005,1201110038423,KOSPI,한미반도체,한미반도체(주)
20260827,A042940,KR7042940007,1311110004554,KOSDAQ,상지건설,(주)상지건설
20260827,A043100,KR7043100007,1347110014590,KOSDAQ,알파AI,(주)알파에이아이
20260827,A043150,KR7043150002,1341110036348,KOSDAQ,바텍,(주)바텍
20260827,A043200,KR7043200005,2013110006783,KOSDAQ,파루,(주)파루
20260827,A043220,KR7043220003,1101111182726,KOSDAQ,티에스넥스젠,(주)티에스넥스젠
20260827,A043260,KR7043260009,1101110145860,KOSDAQ,성호전자,성호전자(주)
20260827,A043340,KR7043340009,1201110087834,KOSDAQ,에쎈테크,(주)에쎈테크
20260827,A043360,KR7043360007,1115110015359,KOSDAQ,디지아이,(주)디지아이
20260827,A043370,KR7043370006,1701110021006,KOSDAQ,피에이치에이,피에이치에이(주)
20260827,A043590,KR7043590009,1101110171168,KOSDAQ,웰킵스하이텍,웰킵스하이텍(주)
20260827,A043610,KR7043610005,1601110024284,KOSDAQ,KT지니뮤직,(주)케이티지니뮤직
20260827,A043650,KR7043650001,2013110001155,KOSDAQ,국순당,(주)국순당
20260827,A043710,KR7043710003,1243110031007,KOSDAQ,코스리거글로벌,(주)코스리거글로벌
20260827,A043910,KR7043910009,1101111727853,KOSDAQ,자연과환경,(주)자연과환경
20260827,A044180,KR7044180008,1201110012914,KOSDAQ,KD,KD(주)
20260827,A044340,KR7044340008,1301110026260,KOSDAQ,위닉스,(주)위닉스
20260827,A044380,KR7044380004,1101110574164,KOSPI,주연테크,(주)주연테크
20260827,A044450,KR7044450005,1101110377055,KOSPI,KSS해운,(주)케이에스에스 해운
20260827,A044480,KR7044480002,1501110000765,KOSDAQ,빌리언스,(주)빌리언스
20260827,A044490,KR7044490001,1801110073922,KOSDAQ,태웅,(주)태웅
20260827,A044780,KR7044780005,1201110059410,KOSDAQ,에이치케이,(주)에이치케이
20260827,A044820,KR7044820009,1348110018641,KOSPI,코스맥스비티아이,코스맥스비티아이(주)
20260827,A044960,KR7044960003,1101110361008,KOSDAQ,이글벳,(주)이글벳
20260827,A044990,KR7044990000,1101111219561,KOSDAQ,에이치엔에스하이텍,에이치엔에스하이텍(주)
20260827,A045060,KR7045060001,1243110001513,KOSDAQ,오공,(주)오공
20260827,A045100,KR7045100005,1101110582547,KOSDAQ,한양이엔지,한양이엔지(주)
20260827,A045300,KR7045300001,1942110025941,KOSDAQ,성우테크론,성우테크론(주)
20260827,A045340,KR7045340007,1801110085076,KOSDAQ,토탈소프트,(주)토탈소프트뱅크
20260827,A045390,KR7045390002,1101111195109,KOSDAQ,대아티아이,대아티아이(주)
20260827,A045510,KR7045510005,1101110105688,KOSDAQ,정원엔시스,(주)정원엔시스
20260827,A045520,KR7045520004,2112110000553,KOSDAQ,크린앤사이언스,(주)크린앤사이언스
20260827,A045660,KR7045660008,1101110954374,KOSDAQ,에이텍,(주)에이텍
20260827,A045970,KR7045970001,1101110944622,KOSDAQ,코아시아,(주)코아시아
20260827,A046070,KR7046070009,1201110147422,KOSDAQ,코다코,(주)코다코
20260827,A046120,KR7046120002,1101110753734,KOSDAQ,오르비텍,(주)오르비텍
20260827,A046210,KR7046210001,1701110007098,KOSDAQ,HLB파나진,에이치엘비파나진 주식회사
20260827,A046310,KR7046310009,1101111353153,KOSDAQ,백금T&A,(주)백금티앤에이
20260827,A046390,KR7046390001,1101110809595,KOSDAQ,삼화네트웍스,(주)삼화네트웍스
20260827,A046440,KR7046440004,1101111911050,KOSDAQ,KG파이낸셜,(주)케이지파이낸셜
20260827,A046890,KR7046890000,1101110522436,KOSDAQ,서울반도체,서울반도체(주)
20260827,A046940,KR7046940003,1101111600794,KOSDAQ,우원개발,우원개발(주)
20260827,A046970,KR7046970000,2001110093313,KOSDAQ,우리로,(주)우리로
20260827,A047040,KR7047040001,1101112137895,KOSPI,대우건설,(주)대우건설
20260827,A047050,KR7047050000,1101112137358,KOSPI,포스코인터내셔널,(주)포스코인터내셔널
20260827,A047080,KR7047080007,1101111628928,KOSDAQ,한빛소프트,(주)한빛소프트
20260827,A047310,KR7047310008,1101111459191,KOSDAQ,파워로직스,(주)파워로직스
20260827,A047400,KR7047400007,1701110176489,KOSPI,유니온머티리얼,유니온머티리얼(주)
20260827,A047560,KR7047560008,1101110974851,KOSDAQ,이스트소프트,(주)이스트소프트
20260827,A047770,KR7047770003,1101111187031,KOSDAQ,코데즈컴바인,(주)코데즈컴바인
20260827,A047810,KR7047810007,1101111827570,KOSPI,한국항공우주,한국항공우주산업(주)
20260827,A047820,KR7047820006,1101111549786,KOSDAQ,초록뱀미디어,(주)초록뱀미디어
20260827,A047920,KR7047920004,1101111538391,KOSDAQ,HLB제약,에이치엘비제약(주)
20260827,A048410,KR7048410005,1344110015693,KOSDAQ,현대바이오,현대바이오사이언스(주)
20260827,A048430,KR7048430003,1101110529820,KOSDAQ,유라테크,(주)유라테크
20260827,A048470,KR7048470009,1101110150691,KOSDAQ,대동스틸,(주)대동스틸
20260827,A048530,KR7048530000,1101111636004,KOSDAQ,인트론바이오,(주)인트론바이오테크놀로지
20260827,A048550,KR7048550008,1101110275134,KOSDAQ,SM C&C,(주)에스엠컬처앤콘텐츠
20260827,A048770,KR7048770002,1101110245575,KOSDAQ,TPC로보틱스,(주)티피씨로보틱스
20260827,A048830,KR7048830004,1101110522311,KOSDAQ,엔피케이,(주)엔피케이
