month,state,close,vix,vk
2018-11,1,2760.169921875,18.07,
2018-12,1,2506.85009765625,25.42,
2019-01,1,2704.10009765625,16.57,
2019-02,1,2784.489990234375,14.78,
2019-03,1,2834.39990234375,13.71,
2019-04,0,2945.830078125,13.12,
2019-05,1,2752.06005859375,18.71,
2019-06,0,2941.760009765625,15.08,
2019-07,1,2980.3798828125,16.12,
2019-08,1,2926.4599609375,18.98,
2019-09,1,2976.739990234375,16.24,
2019-10,0,3037.56005859375,13.22,
2019-11,0,3140.97998046875,12.62,
2019-12,0,3230.780029296875,13.78,
2020-01,1,3225.52001953125,18.84,
2020-02,2,2954.219970703125,40.11,
2020-03,2,2584.590087890625,53.54,
2020-04,2,2912.429931640625,34.15,
2020-05,0,3044.31005859375,27.51,
2020-06,0,3100.2900390625,30.43,
2020-07,0,3271.1201171875,24.46,
2020-08,0,3500.31005859375,26.41,
2020-09,0,3363.0,26.37,
2020-10,1,3269.9599609375,38.02,
2020-11,0,3621.6298828125,20.57,
2020-12,0,3756.070068359375,22.75,
2021-01,0,3714.239990234375,33.09,
2021-02,0,3811.14990234375,27.95,
2021-03,0,3972.889892578125,19.4,
2021-04,0,4181.169921875,18.61,
2021-05,0,4204.10986328125,16.76,
2021-06,0,4297.5,15.83,
2021-07,0,4395.259765625,18.24,
2021-08,0,4522.68017578125,16.48,
2021-09,1,4307.5400390625,23.14,
2021-10,2,4605.3798828125,16.26,
2021-11,3,4567.0,27.19,
2021-12,3,4766.18017578125,17.22,
2022-01,3,4515.5498046875,24.83,
2022-02,3,4373.93994140625,30.15,
2022-03,3,4530.41015625,20.56,
2022-04,3,4131.93017578125,33.4,
2022-05,3,4132.14990234375,26.19,
2022-06,3,3785.3798828125,28.71,
2022-07,1,4130.2900390625,21.33,
2022-08,1,3955.0,25.87,
2022-09,1,3585.6201171875,31.62,
2022-10,1,3871.97998046875,25.88,
2022-11,1,4080.110107421875,20.58,
2022-12,0,3839.5,21.67,
2023-01,0,4076.60009765625,19.4,
2023-02,1,3970.14990234375,20.7,
2023-03,0,4109.31005859375,18.7,
2023-04,0,4169.47998046875,15.78,
2023-05,0,4179.830078125,17.94,
2023-06,0,4450.3798828125,13.59,
2023-07,0,4588.9599609375,13.63,
2023-08,0,4507.66015625,13.57,
2023-09,0,4288.0498046875,17.52,
2023-10,1,4193.7998046875,18.14,
2023-11,0,4567.7998046875,12.92,
2023-12,0,4769.830078125,12.45,
2024-01,0,4845.64990234375,14.35,
2024-02,0,5096.27001953125,13.4,
2024-03,0,5254.35009765625,13.01,
2024-04,1,5035.68994140625,15.65,
2024-05,0,5277.509765625,12.92,
2024-06,0,5460.47998046875,12.44,
2024-07,3,5522.2998046875,16.36,
2024-08,2,5648.39990234375,15.0,
