month,state,close,vix,vk
2015-08,3,1941.49,26.05,19.75
2015-09,2,1962.81,26.83,20.48
2015-10,0,2029.47,14.61,14.22
2015-11,1,1991.97,15.12,14.37
2015-12,1,1961.31,16.08,14.18
2016-01,2,1912.06,22.42,17.93
2016-02,1,1916.66,19.81,17.56
2016-03,0,1995.85,13.56,12.33
2016-04,0,1994.15,15.22,12.42
2016-05,1,1983.4,13.12,11.81
2016-06,2,1970.35,16.64,13.9
2016-07,0,2016.19,12.72,12.6
2016-08,0,2034.65,13.12,11.56
2016-09,0,2043.63,14.02,14.11
2016-10,0,2008.19,16.19,14.61
2016-11,0,1983.48,12.9,12.8
2016-12,0,2026.46,12.95,11.51
2017-01,0,2067.57,11.88,12.53
2017-02,0,2091.64,12.09,10.64
2017-03,0,2160.23,11.54,11.06
2017-04,0,2205.44,10.36,12.27
2017-05,0,2347.38,10.38,13.18
2017-06,0,2391.79,11.44,12.0
2017-07,0,2402.71,10.29,12.79
2017-08,1,2363.19,11.22,13.64
2017-09,0,2394.47,9.55,13.41
2017-10,0,2523.43,10.5,12.06
2017-11,0,2476.37,10.7,13.2
2017-12,0,2467.49,10.47,12.06
2018-01,1,2566.46,14.79,14.54
2018-02,2,2427.36,18.59,15.55
2018-03,1,2445.85,19.97,17.54
2018-04,1,2515.38,15.41,13.59
2018-05,1,2423.01,14.94,14.55
2018-06,1,2326.13,16.85,16.04
2018-07,1,2295.26,14.26,13.05
2018-08,1,2322.88,13.53,11.64
2018-09,1,2343.07,12.41,11.24
2018-10,2,2029.69,23.35,20.49
2018-11,1,2096.86,18.79,18.57
2018-12,1,2041.04,29.96,18.99
2019-01,1,2204.85,17.66,15.51
2019-02,1,2195.44,14.7,15.49
2019-03,1,2140.67,14.43,14.29
2019-04,1,2203.59,13.11,13.28
2019-05,1,2041.74,17.3,17.32
2019-06,1,2130.62,15.82,14.43
2019-07,1,2024.55,13.94,15.29
2019-08,2,1967.79,17.88,15.75
2019-09,1,2063.05,17.22,15.15
2019-10,0,2083.48,12.33,13.59
2019-11,0,2087.96,11.75,13.96
2019-12,0,2197.67,13.43,14.69
2020-01,1,2119.01,15.49,19.29
2020-02,3,1987.01,39.16,33.81
2020-03,3,1754.64,57.08,48.55
2020-04,2,1947.56,33.57,30.51
2020-05,1,2029.6,28.59,25.64
2020-06,1,2108.33,31.78,31.07
2020-07,0,2249.37,24.76,23.57
2020-08,0,2326.17,22.96,27.77
2020-09,0,2327.89,26.19,24.15
2020-10,1,2267.15,37.59,31.97
2020-11,0,2591.34,20.84,20.77
2020-12,0,2873.47,23.08,22.09
2021-01,1,2976.21,30.21,35.73
2021-02,0,3012.95,28.89,31.34
2021-03,0,3061.42,19.61,20.44
2021-04,0,3147.86,17.61,18.84
2021-05,0,3203.92,16.76,17.04
2021-06,0,3296.68,16.02,14.17
2021-07,0,3202.32,17.7,17.3
2021-08,2,3199.27,16.19,14.76
2021-09,2,3068.82,22.56,17.35
2021-10,2,2970.68,16.53,18.55
2021-11,3,2839.01,22.96,23.23
2021-12,3,2977.65,16.95,16.5
2022-01,3,2663.34,30.49,23.97
2022-02,2,2699.18,27.59,24.41
2022-03,2,2757.65,19.33,17.14
2022-04,2,2695.05,29.99,18.92
2022-05,2,2685.9,26.54,17.26
2022-06,3,2332.64,28.16,23.9
2022-07,2,2451.5,22.33,17.79
2022-08,2,2472.05,26.21,17.31
2022-09,3,2155.49,31.84,27.19
2022-10,2,2293.61,25.75,21.97
2022-11,1,2472.53,21.89,17.78
2022-12,0,2236.4,22.14,18.4
2023-01,0,2425.08,19.94,17.75
2023-02,1,2412.85,20.95,18.53
2023-03,0,2476.86,19.02,15.57
2023-04,0,2501.53,17.03,14.51
2023-05,0,2577.12,17.46,14.8
2023-06,0,2564.28,13.54,12.59
2023-07,0,2632.58,13.33,14.21
2023-08,0,2556.27,13.88,12.78
2023-09,0,2465.07,18.94,15.08
2023-10,2,2277.99,19.75,19.89
2023-11,0,2535.29,12.98,14.46
2023-12,0,2655.28,12.43,17.78
2024-01,0,2497.09,13.31,17.02
2024-02,0,2642.36,13.84,16.77
2024-03,0,2746.63,13.01,16.84
2024-04,1,2692.06,14.67,18.14
2024-05,0,2636.52,14.47,16.9
2024-06,0,2797.82,12.24,16.1
2024-07,3,2770.69,17.69,17.51
2024-08,2,2674.31,15.65,18.81
2024-09,0,2593.27,16.96,25.44
2024-10,1,2556.15,20.35,22.65
2024-11,0,2455.91,13.9,19.34
2024-12,1,2399.49,15.95,21.14
2025-01,1,2517.37,15.84,18.79
2025-02,1,2532.78,21.13,22.86
2025-03,2,2481.12,21.65,25.35
2025-04,2,2556.61,24.17,20.74
2025-05,1,2697.67,19.18,22.55
2025-06,0,3071.7,16.32,23.99
2025-07,0,3245.44,15.48,21.85
2025-08,0,3186.01,14.43,19.52
2025-09,0,3424.6,16.12,20.62
2025-10,1,4107.5,16.91,30.4
2025-11,3,3926.59,17.21,30.24
2025-12,1,4214.17,14.2,28.85
2026-01,1,5224.36,16.88,39.58
2026-02,3,6244.13,18.63,54.12
2026-03,3,5052.46,30.61,61.48
2026-04,3,6598.87,18.81,54.34
2026-05,3,8476.15,15.74,74.26
2026-06,3,8476.48,17.65,93.8
2026-07,3,6595.45,17.09,84.35
2026-08,2,6912.3701171875,15.21,
