entry,exit,entry_px,ref_high,inv_ret_pct,hold_sess,exit_reason,mode
2020-02-21,2020-03-27,2162.84,2267.25,20.58,25,시간손절,A
2021-08-17,2021-09-24,3143.09,3305.21,0.57,25,시간손절,A
2024-07-24,2024-08-29,2758.71,2891.35,3.5,25,시간손절,A
2026-07-06,2026-08-11,8051.33,9114.55,21.19,25,시간손절,A
